,401,402,404,405,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,434,435,436,437,438,439,440,441,442,444
401,0,233.8794307,531.8527234,485.3459427,317.9380333,650.4719636,289.4567298,559.5223458,355.1440312,145.7922495,498.5838302,645.7416217,703.9418204,696.5709981,214.0043039,731.7004636,821.5410678,517.4199519,527.251829,347.6516758,682.3474476,397.6061431,402.6027702,494.9649277,201.5898038,154.8601643,258.7156132,488.3751571,562.4838581,370.702061,618.9790853,589.0921878,602.5090105,740.7410108,462.0521444,537.4126218,721.694534,255.1857333,101.3425937
402,233.8794307,0,380.6178904,472.4699085,273.3986483,676.1535702,347.2343256,604.1104125,325.9874752,96.61848529,336.6312953,424.1584931,484.3107385,462.7279059,200.5801845,636.1269097,735.7587805,284.9464632,464.7107773,191.6404889,664.8131503,247.0310476,373.7032027,372.5540573,276.9494844,111.965425,90.83844561,291.7764747,357.7352788,137.2494914,485.7149622,398.4278404,557.7584603,507.7649605,374.6572983,304.153914,573.3062725,187.4825997,132.8624018
404,531.8527234,380.6178904,0,843.9957645,648.5123866,1051.789342,726.7247414,983.5582238,253.2771054,455.7866801,625.6485273,271.1896211,597.5459113,433.0000725,580.9265569,951.5279431,1052.600209,312.1232129,817.1339475,530.0616376,1027.396287,137.8859775,745.7819376,695.638104,650.8674237,384.5362273,459.2760012,138.7709555,561.9008112,352.4572147,780.2595088,122.4251547,912.8560104,432.0251365,143.3338345,386.4724861,836.6983816,278.9865167,453.5166313
405,485.3459427,472.4699085,843.9957645,0,199.3775597,210.1555483,205.6294728,167.3976538,781.2370357,432.5480418,315.4544382,792.8894885,593.2898936,728.3052699,293.1880284,294.8873175,361.850089,628.0456612,106.2656864,321.6815173,199.2448142,716.8017283,98.81374247,227.7790947,285.5002475,526.8400809,386.1965355,730.4208809,451.1319737,504.1609399,289.0592944,831.4821283,126.5036189,788.9554436,846.3261565,585.9029655,385.5089401,644.6846749,471.7097974
408,317.9380333,273.3986483,648.5123866,199.3775597,0,403.6036908,136.4719524,337.2759393,584.1188558,237.4395439,233.9689862,625.2968314,505.9979372,591.8616332,105.5144222,413.7663371,504.6709697,460.9989922,212.0659261,150.303967,394.9371982,518.9358234,101.0369932,192.6780374,150.1804102,331.2535472,189.2375029,541.2353681,350.3026537,320.7595402,313.2423359,645.1770294,296.2299723,650.0066029,646.9501323,433.9076691,420.2411082,446.5319381,282.0735239
409,650.4719636,676.1535702,1051.789342,210.1555483,403.6036908,0,362.1094114,97.25224933,973.1928393,625.5897258,510.3619368,1000.937718,774.1181148,927.296294,485.5497055,353.9473115,364.6734095,836.5896306,276.1649308,531.8348903,123.968548,922.4371241,306.501647,419.28576,451.382024,718.7220879,592.690547,940.2204012,643.8153714,714.2729412,438.6061352,1041.596506,205.2392372,988.1966322,1046.944828,791.4516893,508.4097656,840.0801922,657.5710019
410,289.4567298,347.2343256,726.7247414,205.6294728,136.4719524,362.1094114,0,274.4820318,616.2917664,276.1374571,367.828639,740.8374734,642.4526779,722.0756366,147.1810521,485.6955092,562.9649434,579.7579172,275.9610465,279.3633614,396.2103645,590.6828884,149.9619185,313.3630363,89.31249521,364.9131065,283.298231,635.5239858,486.7744334,430.1385902,423.4359049,741.9230915,330.6154136,778.9706964,700.1025257,560.9017722,530.7897395,488.1160084,299.6952634
411,559.5223458,604.1104125,983.5582238,167.3976538,337.2759393,97.25224933,274.4820318,0,890.1674014,545.654529,482.8229142,953.6483189,759.2401963,895.0364109,407.559979,394.3265643,426.3465041,788.4130453,261.4380022,477.2875554,190.9433971,851.130171,249.374617,394.5251937,363.4541121,637.1698829,525.2448424,878.5063591,618.4900584,656.3465507,441.1361942,982.2014364,221.9306299,955.5728606,969.6280178,749.9911976,526.0510335,759.7904114,573.5517087
412,355.1440312,325.9874752,253.2771054,781.2370357,584.1188558,973.1928393,616.2917664,890.1674014,0,348.9372071,654.8507868,488.0956747,730.4763817,618.8275829,489.1958483,962.0307629,1061.746191,450.3079352,786.9931261,516.9746773,978.8821872,186.8327554,684.6686659,698.122283,528.6726209,254.8702085,416.1630858,308.0334404,642.9163592,392.5452943,808.2259754,362.2335341,877.7716936,636.4982706,126.5532315,512.3995443,889.4801961,139.1789093,316.6499534
413,145.7922495,96.61848529,455.7866801,432.5480418,237.4395439,625.5897258,276.1374571,545.654529,348.9372071,0,368.9650706,520.5474568,558.639104,555.6028943,140.3752631,636.7066459,732.7301192,380.3924618,446.337147,215.1537202,630.8211757,318.1969557,336.8731741,382.2135352,195.5234211,94.29498661,116.2238465,381.5980389,419.7540921,228.7024556,503.7711544,487.4738628,533.4663357,602.3857134,424.4137996,394.1865478,600.908828,214.5328481,55.60883473
414,498.5838302,336.6312953,625.6485273,315.4544382,233.9689862,510.3619368,367.828639,482.8229142,654.8507868,368.9650706,0,505.5173232,283.1142596,416.9722193,301.4825212,325.9241314,426.9517942,348.9062569,234.9625768,153.8157339,442.1986759,525.4439099,253.5279679,91.1577062,377.5584104,440.7142351,257.5344361,492.3265284,135.6804559,277.9144352,156.4890415,578.2719424,322.2356669,477.8771603,675.0144966,290.7309884,236.6754751,520.3197281,424.5352885
415,645.7416217,424.1584931,271.1896211,792.8894885,625.2968314,1000.937718,740.8374734,953.6483189,488.0956747,520.5474568,505.5173232,0,370.7806507,173.0528503,599.2788056,814.4200222,910.4877036,165.2418089,734.0218223,477.5312431,945.8724659,305.8274236,704.306275,593.0972505,688.4264209,493.4201343,460.1471822,182.2304686,396.0163888,311.1285586,640.1561038,152.1602737,825.8037213,161.3710091,406.3220566,214.9281296,666.2436197,442.9394795,546.8199046
416,703.9418204,484.3107385,597.5459113,593.2898936,505.9979372,774.1181148,642.4526779,759.2401963,730.4763817,558.639104,283.1142596,370.7806507,0,211.325974,546.8202719,499.5973381,583.4228118,289.8350864,500.7026208,378.5484117,685.7569635,554.7284356,536.6390188,365.7088495,635.0328528,594.919545,446.1905748,462.9706127,155.8413094,357.0546402,344.0900122,502.657965,572.3320444,261.9683501,699.5517052,219.7330353,327.0089089,623.1854782,609.6854881
417,696.5709981,462.7279059,433.0000725,728.3052699,591.8616332,927.296294,722.0756366,895.0364109,618.8275829,555.6028943,416.9722193,173.0528503,211.325974,0,595.7837595,693.3236183,783.4203633,183.5994651,651.8073551,442.9909386,854.8722635,432.1330138,651.8763579,508.11471,688.6968265,557.6268639,465.0820075,316.2753334,286.1934206,326.9017801,525.2763069,321.0389567,736.1165164,60.90518405,557.3004544,164.6846201,529.852514,542.7544101,595.3539509
418,214.0043039,200.5801845,580.9265569,293.1880284,105.5144222,485.5497055,147.1810521,407.559979,489.1958483,140.3752631,301.4825212,599.2788056,546.8202719,595.7837595,0,518.512104,610.1249763,441.5812298,317.4257616,168.277172,492.124915,445.9023567,199.6897236,283.7616606,92.92416962,234.3432158,139.1586145,488.437897,393.3935735,288.2853852,407.5471331,594.9122134,399.3435033,650.0234531,562.3218644,431.6042458,512.27057,354.6093654,179.1435765
419,731.7004636,636.1269097,951.5279431,294.8873175,413.7663371,353.9473115,485.6955092,394.3265643,962.0307629,636.7066459,325.9241314,814.4200222,499.5973381,693.3236183,518.512104,0,101.3416782,667.7689634,210.3199061,445.2816944,233.6468147,847.8983043,339.0706494,264.3493968,548.9683657,724.5030788,546.7173533,818.015604,418.5165288,601.9565121,174.9776331,901.2732675,177.9472293,751.3858913,995.2407791,602.128625,179.7734911,823.5547948,687.7334485
